,start_time,end_time,start_soc,end_soc,ev_id,station_type,station_power
104,2023-01-03 18:40:19.150457,2023-01-03 19:01:15.709716,0.9616642937853107,0.9961664293785311,7b11bbc01a77259a5e1fc4b563c38fe2,Residential Slow (7.2 kW),7.2
105,2023-01-04 18:29:11.018432,2023-01-04 18:49:35.378062,0.9626466553672317,0.9962646655367232,7b11bbc01a77259a5e1fc4b563c38fe2,Residential Slow (7.2 kW),7.2
106,2023-01-05 18:40:37.944320,2023-01-05 19:02:26.182752,0.9600876410546141,0.9960087641054614,7b11bbc01a77259a5e1fc4b563c38fe2,Residential Slow (7.2 kW),7.2
107,2023-01-06 18:37:25.847754,2023-01-06 18:58:27.906165,0.9614965230508474,0.9961496523050848,7b11bbc01a77259a5e1fc4b563c38fe2,Residential Slow (7.2 kW),7.2
108,2023-01-01 18:48:26.608288,2023-01-01 23:13:01.571251,0.806926126126126,0.9806926126126126,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
109,2023-01-02 18:49:56.705569,2023-01-02 22:25:07.461125,0.8429772972972973,0.9842977297297297,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
110,2023-01-03 18:55:14.933640,2023-01-03 22:17:49.416603,0.8521752072072073,0.9852175207207208,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
111,2023-01-04 18:53:11.923370,2023-01-04 22:30:16.556851,0.8415922954954955,0.9841592295495496,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
112,2023-01-05 18:50:25.429282,2023-01-05 22:19:04.485223,0.8477412115315315,0.9847741211531531,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
113,2023-01-06 18:56:08.021635,2023-01-06 22:26:32.964266,0.8464534004324324,0.9846453400432432,e6c368c278074e2e8066ccd051d6286d,Residential Slow (3.6 kW),3.6
114,2023-01-01 18:48:03.479239,2023-01-01 21:35:35.639733,0.671020202020202,0.9671020202020202,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
115,2023-01-02 18:49:28.305908,2023-01-02 20:46:55.867636,0.7693525252525253,0.9769352525252526,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
116,2023-01-03 18:55:02.305804,2023-01-03 20:49:54.222471,0.7744463636363637,0.9774446363636364,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
117,2023-01-04 18:49:32.640293,2023-01-04 20:42:09.362824,0.7788708989898991,0.97788708989899,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
118,2023-01-05 18:51:23.455096,2023-01-05 20:42:22.707596,0.7820608272727274,0.9782060827272727,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
119,2023-01-06 18:45:28.944954,2023-01-06 20:37:42.401068,0.7796323453535354,0.9779632345353535,ee242d10de465dac912c07bf3e894bfc,Residential Slow (7.2 kW),7.2
